user,sexo,uf,idade,dias,pviews,visitas,tempo_total,device,blog_cartola,cartola_status,horas_engajamento_futebol,horas_engajamento_outros_esportes,horas_engajamento_home
56992030,M,Rio de Janeiro,18.0,12,17,14,0.21226138883166842,m_only,0.1895063888364368,cartola_free,0.0125,0.0,0.010254999995231629
56992820,NA,Parana,,12,50,20,0.6437708332141241,pc_e_m,0.2609955553876029,cartola_free,0.052358611093627085,0.0,0.10004250003231896
56993422,M,Minas Gerais,19.0,2,6,3,0.2911655555168788,pc_only,0.2911655555168788,cartola_free,0.0,0.0,0.0
56993449,M,Sao Paulo,33.0,4,6,5,0.06318305552005768,pc_e_m,0.025683055520057677,cartola_free,0.037500000000000006,0.0,0.0
56997575,NA,Bahia,,18,51,27,0.9926513889100816,pc_only,0.0,cartola_free,0.34359888891379037,0.0125,0.6052636111444897
56998133,M,Sao Paulo,19.0,2,8,3,0.8165536110930972,m_only,0.8040536110930973,cartola_free,0.0,0.0,0.0125
56998146,M,Rio de Janeiro,20.0,15,48,27,1.4205111112859514,pc_e_m,0.026309166749318446,cartola_free,0.6568802777926127,0.0125,0.6998216667440202
56999115,M,Minas Gerais,19.0,4,33,8,1.1051291667090521,pc_only,0.18276333338684506,cartola_free,0.8359649999936422,0.0,0.018741666674613952
57000099,NA,Bahia,,1,3,1,0.030475000010596377,pc_only,0.017975000010596383,cartola_free,0.0125,0.0,0.0
57003373,M,Distrito Federal,22.0,4,4,4,0.05,m_only,0.05,cartola_free,0.0,0.0,0.0
57003824,M,Piaui,37.0,5,14,5,0.19879611108038162,pc_only,0.1862961110803816,cartola_free,0.0125,0.0,0.0
57003878,NA,NA,,1,1,1,0.0125,m_only,0.0,cartola_free,0.0,0.0,0.0125
57004253,M,Santa Catarina,30.0,6,10,6,0.07750222232606675,pc_e_m,0.07750222232606675,cartola_free,0.0,0.0,0.0
57004461,M,Sao Paulo,36.0,2,6,3,0.07705138888623979,m_only,0.012593055566151937,cartola_free,0.025,0.0,0.03945833332008786
57004778,NA,Mato Grosso,,5,11,6,0.16816277788745032,pc_e_m,0.0261630556318495,cartola_free,0.025,0.0,0.11699972225560082
57005040,M,Bahia,34.0,4,7,4,0.14046055555343628,m_only,0.08047055555714501,cartola_free,0.04748999999629126,0.0125,0.0
57005069,M,Minas Gerais,33.0,5,5,5,0.0625,m_only,0.0625,cartola_free,0.0,0.0,0.0
57005339,M,Santa Catarina,30.0,10,29,14,0.5067280554771423,m_only,0.0,cartola_free,0.3681024999750985,0.0125,0.08862555550204383
57006120,NA,Sao Paulo,,2,5,2,0.0517511111497879,pc_only,0.0,cartola_pro,0.0125,0.01889611111746894,0.007855000032318963
